Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,08:11:10.358,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
2,08:11:11.204,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
3,08:11:12.524,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
4,08:11:13.475,Quaker Bot Long Strafes,LG,0.257s,27,20,0.741,100,135,0.741,false
5,08:11:14.208,Quaker Bot Long Strafes,LG,0.216s,23,20,0.87,100,115,0.87,false
6,08:11:15.083,Quaker Bot Long Strafes,LG,0.186s,20,20,1,100,100,1,false
7,08:11:16.093,Quaker Bot Long Strafes,LG,0.256s,27,20,0.741,100,135,0.741,false
8,08:11:16.726,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
9,08:11:17.625,Quaker Bot Long Strafes,LG,0.186s,20,20,1,100,100,1,false
10,08:11:18.985,Quaker Bot Long Strafes,LG,0.913s,26,20,0.769,100,130,0.769,false
11,08:11:20.069,Quaker Bot Long Strafes,LG,0.186s,20,20,1,100,100,1,false
12,08:11:20.819,Quaker Bot Long Strafes,LG,0.186s,20,20,1,100,100,1,false
13,08:11:21.529,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
14,08:11:22.552,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
15,08:11:23.433,Quaker Bot Long Strafes,LG,0.188s,20,20,1,100,100,1,false
16,08:11:25.273,Quaker Bot Long Strafes,LG,1.026s,28,20,0.714,100,140,0.714,false
17,08:11:26.050,Quaker Bot Long Strafes,LG,0.186s,20,20,1,100,100,1,false
18,08:11:26.780,Quaker Bot Long Strafes,LG,0.186s,20,20,1,100,100,1,false
19,08:11:27.575,Quaker Bot Long Strafes,LG,0.19s,20,20,1,100,100,1,false
20,08:11:28.495,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
21,08:11:29.542,Quaker Bot Long Strafes,LG,0.217s,23,20,0.87,100,115,0.87,false
22,08:11:30.332,Quaker Bot Long Strafes,LG,0.186s,20,20,1,100,100,1,false
23,08:11:31.222,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
24,08:11:32.022,Quaker Bot Long Strafes,LG,0.237s,25,20,0.8,100,125,0.8,false
25,08:11:32.840,Quaker Bot Long Strafes,LG,0.188s,20,20,1,100,100,1,false
26,08:11:33.600,Quaker Bot Long Strafes,LG,0.186s,20,20,1,100,100,1,false
27,08:11:34.276,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
28,08:11:35.159,Quaker Bot Long Strafes,LG,0.186s,20,20,1,100,100,1,false
29,08:11:35.979,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
30,08:11:36.932,Quaker Bot Long Strafes,LG,0.237s,25,20,0.8,100,125,0.8,false
31,08:11:37.788,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
32,08:11:38.555,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
33,08:11:39.714,Quaker Bot Long Strafes,LG,0.346s,36,20,0.556,100,180,0.556,false
34,08:11:40.445,Quaker Bot Long Strafes,LG,0.31s,25,20,0.8,100,125,0.8,false
35,08:11:41.334,Quaker Bot Long Strafes,LG,0.186s,20,20,1,100,100,1,false
36,08:11:42.612,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
37,08:11:44.135,Quaker Bot Long Strafes,LG,0.96s,30,20,0.667,100,150,0.667,false
38,08:11:44.989,Quaker Bot Long Strafes,LG,0.257s,27,20,0.741,100,135,0.741,false
39,08:11:45.916,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
40,08:11:46.909,Quaker Bot Long Strafes,LG,0.206s,22,20,0.909,100,110,0.909,false
41,08:11:47.620,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
42,08:11:48.436,Quaker Bot Long Strafes,LG,0.186s,20,20,1,100,100,1,false
43,08:11:49.715,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
44,08:11:51.733,Quaker Bot Long Strafes,LG,1.084s,30,20,0.667,100,150,0.667,false
45,08:11:52.770,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
46,08:11:53.766,Quaker Bot Long Strafes,LG,0.186s,20,20,1,100,100,1,false
47,08:11:54.519,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
48,08:11:55.510,Quaker Bot Long Strafes,LG,0.186s,20,20,1,100,100,1,false
49,08:11:56.837,Quaker Bot Long Strafes,LG,0.186s,20,20,1,100,100,1,false
50,08:11:58.940,Quaker Bot Long Strafes,LG,1.123s,34,20,0.588,100,170,0.588,false
51,08:12:00.254,Quaker Bot Long Strafes,LG,0.65s,42,20,0.476,100,210,0.476,false
52,08:12:01.443,Quaker Bot Long Strafes,LG,0.286s,30,20,0.667,100,150,0.667,false
53,08:12:03.494,Quaker Bot Long Strafes,LG,0.96s,30,20,0.667,100,150,0.667,false
54,08:12:04.541,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
55,08:12:05.407,Quaker Bot Long Strafes,LG,0.186s,20,20,1,100,100,1,false
56,08:12:06.388,Quaker Bot Long Strafes,LG,0.187s,20,20,1,100,100,1,false
57,08:12:07.288,Quaker Bot Long Strafes,LG,0.186s,20,20,1,100,100,1,false
58,08:12:07.984,Quaker Bot Long Strafes,LG,0.19s,20,20,1,100,100,1,false
59,08:12:08.880,Quaker Bot Long Strafes,LG,0.189s,20,20,1,100,100,1,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1330,1180,5900.0,6650.0,

Kills:,59
Deaths:,0
Fight Time:,17.202
Avg TTK:,0
Damage Done:,5900.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,59.0
Scenario:,voxTargetSwitch
Hash:,0726d639df23bb87e88e374b5038d834
Game Version:,2.0.3.1
Challenge Start:,08:11:08.905

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Quake/Source
Horiz Sens:,0.9
Vert Sens:,0.9
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,2560x1080
Avg FPS,299.575806
Resolution Scale,100.0
