Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:12:06.184,Quaker Bot Long Strafes,LG,6.854s,150,50,0.333,300,900,0.333,false
2,19:12:14.214,Quaker Bot Long Strafes,LG,7.758s,138,50,0.362,300,828,0.362,false
3,19:12:20.025,Quaker Bot Long Strafes,LG,5.535s,88,50,0.568,300,528,0.568,false
4,19:12:26.492,Quaker Bot Long Strafes,LG,4.643s,102,50,0.49,300,612,0.49,false
5,19:12:32.580,Quaker Bot Long Strafes,LG,5.811s,94,50,0.532,300,564,0.532,false
6,19:12:39.657,Quaker Bot Long Strafes,LG,5.241s,115,50,0.435,300,690,0.435,false
7,19:12:46.471,Quaker Bot Long Strafes,LG,6.538s,111,50,0.45,300,666,0.45,false
8,19:12:55.163,Quaker Bot Long Strafes,LG,8.418s,153,50,0.327,300,918,0.327,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,993,422,2532.0,5958.0,

Kills:,8
Deaths:,0
Fight Time:,50.798
Avg TTK:,0
Damage Done:,2532.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,3228.108887
Scenario:,Cata IC Long Strafes
Hash:,9bcb93b2f0c30298e66553395dca1bca
Game Version:,2.0.3.1
Challenge Start:,19:11:58.606

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Quake/Source
Horiz Sens:,0.9
Vert Sens:,0.9
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,2560x1080
Avg FPS,299.863098
Resolution Scale,100.0
