Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:31:42.747,Quaker Bot Long Strafes,LG,7.311s,160,50,0.312,300,960,0.312,false
2,18:31:50.097,Quaker Bot Long Strafes,LG,5.471s,120,50,0.417,300,720,0.417,false
3,18:31:58.068,Quaker Bot Long Strafes,LG,7.694s,133,50,0.376,300,798,0.376,false
4,18:32:04.385,Quaker Bot Long Strafes,LG,6.041s,99,50,0.505,300,594,0.505,false
5,18:32:13.114,Quaker Bot Long Strafes,LG,6.851s,150,50,0.333,300,900,0.333,false
6,18:32:21.515,Quaker Bot Long Strafes,LG,8.125s,143,50,0.35,300,858,0.35,false
7,18:32:31.237,Quaker Bot Long Strafes,LG,9.445s,173,50,0.289,300,1038,0.289,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1015,370,2220.0,6090.0,

Kills:,7
Deaths:,0
Fight Time:,50.938
Avg TTK:,8.571
Damage Done:,2220.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,2427.783203
Scenario:,Cata IC Long Strafes
Hash:,9bcb93b2f0c30298e66553395dca1bca
Game Version:,2.0.2.0

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Overwatch
Horiz Sens:,4.0
Vert Sens:,4.0
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
