Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,08:22:18.052,target,pistol,0s,1,1,1,25,50,0.5,false
2,08:22:18.236,target,pistol,0s,1,1,1,25,50,0.5,false
3,08:22:18.441,target,pistol,0s,1,1,1,25,50,0.5,false
4,08:22:18.738,target,pistol,0s,1,1,1,25,50,0.5,false
5,08:22:19.174,target,pistol,0s,1,1,1,25,50,0.5,false
6,08:22:19.657,target,pistol,0.26s,2,1,0.5,25,100,0.25,false
7,08:22:19.854,target,pistol,0.001s,1,1,1,25,50,0.5,false
8,08:22:20.100,target,pistol,0s,1,1,1,25,50,0.5,false
9,08:22:20.437,target,pistol,0s,1,1,1,25,50,0.5,false
10,08:22:20.627,target,pistol,0s,1,1,1,25,50,0.5,false
11,08:22:20.991,target,pistol,0.001s,1,1,1,25,50,0.5,false
12,08:22:21.157,target,pistol,0s,1,1,1,25,50,0.5,false
13,08:22:21.524,target,pistol,0s,1,1,1,25,50,0.5,false
14,08:22:21.751,target,pistol,0.001s,1,1,1,25,50,0.5,false
15,08:22:21.982,target,pistol,0s,1,1,1,25,50,0.5,false
16,08:22:22.939,target,pistol,0.639s,2,1,0.5,25,100,0.25,false
17,08:22:23.286,target,pistol,0.001s,1,1,1,25,50,0.5,false
18,08:22:23.539,target,pistol,0s,1,1,1,25,50,0.5,false
19,08:22:23.929,target,pistol,0s,1,1,1,25,50,0.5,false
20,08:22:24.279,target,pistol,0s,1,1,1,25,50,0.5,false
21,08:22:24.523,target,pistol,0s,1,1,1,25,50,0.5,false
22,08:22:24.842,target,pistol,0s,1,1,1,25,50,0.5,false
23,08:22:25.215,target,pistol,0s,1,1,1,25,50,0.5,false
24,08:22:25.442,target,pistol,0s,1,1,1,25,50,0.5,false
25,08:22:25.726,target,pistol,0s,1,1,1,25,50,0.5,false
26,08:22:25.979,target,pistol,0s,1,1,1,25,50,0.5,false
27,08:22:26.323,target,pistol,0.001s,1,1,1,25,50,0.5,false
28,08:22:27.012,target,pistol,0.354s,2,1,0.5,25,100,0.25,false
29,08:22:27.215,target,pistol,0s,1,1,1,25,50,0.5,false
30,08:22:27.488,target,pistol,0s,1,1,1,25,50,0.5,false
31,08:22:28.424,target,pistol,0.535s,2,1,0.5,25,100,0.25,false
32,08:22:28.881,target,pistol,0s,1,1,1,25,50,0.5,false
33,08:22:29.236,target,pistol,0s,1,1,1,25,50,0.5,false
34,08:22:29.611,target,pistol,0s,1,1,1,25,50,0.5,false
35,08:22:30.021,target,pistol,0s,1,1,1,25,50,0.5,false
