Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,21:24:42.033,test,pistol,0.353s,2,1,0.5,1000,4000,0.25,false
2,21:24:42.544,test,pistol,0s,1,1,1,1000,2000,0.5,false
3,21:24:43.891,test,pistol,0s,1,1,1,1000,2000,0.5,false
4,21:24:45.573,test,pistol,0.823s,2,1,0.5,1000,4000,0.25,false
5,21:24:46.567,test,pistol,0s,1,1,1,1000,2000,0.5,false
6,21:24:49.961,test,pistol,2.103s,3,1,0.333,1000,6000,0.167,false
7,21:24:51.338,test,pistol,0s,1,1,1,1000,2000,0.5,false
8,21:24:52.812,test,pistol,0s,1,1,1,1000,2000,0.5,false
9,21:24:54.393,test,pistol,1.084s,2,1,0.5,1000,4000,0.25,false
10,21:24:54.917,test,pistol,0s,1,1,1,1000,2000,0.5,false
11,21:24:57.573,test,pistol,1.455s,3,1,0.333,1000,6000,0.167,false
12,21:24:58.281,test,pistol,0s,1,1,1,1000,2000,0.5,false
13,21:25:00.080,test,pistol,1.365s,2,1,0.5,1000,4000,0.25,false
14,21:25:01.088,test,pistol,0s,1,1,1,1000,2000,0.5,false
15,21:25:01.483,test,pistol,0s,1,1,1,1000,2000,0.5,false
16,21:25:03.252,test,pistol,0.9s,2,1,0.5,1000,4000,0.25,false
17,21:25:04.061,test,pistol,0.42s,2,1,0.5,1000,4000,0.25,false
18,21:25:06.371,test,pistol,1.897s,2,1,0.5,1000,4000,0.25,false
19,21:25:07.715,test,pistol,0.654s,2,1,0.5,1000,4000,0.25,false
20,21:25:09.928,test,pistol,1.259s,3,1,0.333,1000,6000,0.167,false
21,21:25:11.145,test,pistol,0s,1,1,1,1000,2000,0.5,false
22,21:25:12.073,test,pistol,0s,1,1,1,1000,2000,0.5,false
23,21:25:12.834,test,pistol,0s,1,1,1,1000,2000,0.5,false
24,21:25:15.190,test,pistol,1.523s,2,1,0.5,1000,4000,0.25,false
25,21:25:16.478,test,pistol,0.627s,2,1,0.5,1000,4000,0.25,false
26,21:25:17.792,test,pistol,0s,1,1,1,1000,2000,0.5,false
27,21:25:18.868,test,pistol,0.001s,1,1,1,1000,2000,0.5,false
28,21:25:20.098,test,pistol,0.763s,2,1,0.5,1000,4000,0.25,false
29,21:25:20.682,test,pistol,0s,1,1,1,1000,2000,0.5,false
30,21:25:21.624,test,pistol,0s,1,1,1,1000,2000,0.5,false
31,21:25:22.234,test,pistol,0s,1,1,1,1000,2000,0.5,false
32,21:25:24.940,test,pistol,1.417s,2,1,0.5,1000,4000,0.25,false
33,21:25:25.619,test,pistol,0s,1,1,1,1000,2000,0.5,false
34,21:25:25.936,test,pistol,0s,1,1,1,1000,2000,0.5,false
35,21:25:26.541,test,pistol,0s,1,1,1,1000,2000,0.5,false
36,21:25:27.199,test,pistol,0s,1,1,1,1000,2000,0.5,false
37,21:25:28.090,test,pistol,0s,1,1,1,1000,2000,0.5,false
38,21:25:28.960,test,pistol,0s,1,1,1,1000,2000,0.5,false
39,21:25:29.651,test,pistol,0s,1,1,1,1000,2000,0.5,false
40,21:25:30.369,test,pistol,0s,1,1,1,1000,2000,0.5,false
41,21:25:31.957,test,pistol,0.834s,2,1,0.5,1000,4000,0.25,false
42,21:25:33.714,test,pistol,0.857s,2,1,0.5,1000,4000,0.25,false
43,21:25:35.069,test,pistol,0.707s,2,1,0.5,1000,4000,0.25,false
44,21:25:36.587,test,pistol,0s,1,1,1,1000,2000,0.5,false
45,21:25:37.218,test,pistol,0s,1,1,1,1000,2000,0.5,false
46,21:25:39.103,test,pistol,0.782s,2,1,0.5,1000,4000,0.25,false
47,21:25:40.800,test,pistol,0.427s,2,1,0.5,1000,4000,0.25,false
48,21:25:41.841,test,pistol,0s,1,1,1,1000,2000,0.5,false
49,21:25:43.172,test,pistol,0.357s,2,1,0.5,1000,4000,0.25,false
50,21:25:44.910,test,pistol,0.371s,2,1,0.5,1000,4000,0.25,false
51,21:25:46.397,test,pistol,0.874s,2,1,0.5,1000,4000,0.25,false
52,21:25:47.252,test,pistol,0s,1,1,1,1000,2000,0.5,false
53,21:25:47.697,test,pistol,0s,1,1,1,1000,2000,0.5,false
54,21:25:48.748,test,pistol,0s,1,1,1,1000,2000,0.5,false
55,21:25:50.022,test,pistol,0.567s,2,1,0.5,1000,4000,0.25,false
56,21:25:50.493,test,pistol,0.001s,1,1,1,1000,2000,0.5,false
57,21:25:51.319,test,pistol,0s,1,1,1,1000,2000,0.5,false
58,21:25:53.337,test,pistol,1.264s,2,1,0.5,1000,4000,0.25,false
59,21:25:54.430,test,pistol,0s,1,1,1,1000,2000,0.5,false
60,21:25:56.113,test,pistol,0.983s,2,1,0.5,1000,4000,0.25,false
61,21:25:56.750,test,pistol,0s,1,1,1,1000,2000,0.5,false
62,21:25:58.046,test,pistol,0.001s,1,1,1,1000,2000,0.5,false
63,21:26:00.111,test,pistol,1.381s,2,1,0.5,1000,4000,0.25,false
64,21:26:01.832,test,pistol,0.816s,2,1,0.5,1000,4000,0.25,false
65,21:26:03.299,test,pistol,0.994s,2,1,0.5,1000,4000,0.25,false
66,21:26:04.103,test,pistol,0s,1,1,1,1000,2000,0.5,false
67,21:26:04.547,test,pistol,0s,1,1,1,1000,2000,0.5,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
pistol,101,67,67000.0,202000.0,
Track Master 100,0,0,0.0,0.0,

Kills:,67
Deaths:,0
Fight Time:,27.860001
Avg TTK:,0
Damage Done:,67000.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,44.445541
Scenario:,1wall5targets_pasu
Hash:,a5be19c6e6aeb0d774c5e9d9fb497e91
Game Version:,2.0.3.2
Challenge Start:,21:24:40.752

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Quake/Source
Horiz Sens:,0.9
Vert Sens:,0.9
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,2560x1080
Avg FPS,427.15683
Resolution Scale,100.0
