Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,17:37:22.346,target,pistol mini,0s,1,1,1,25,50,0.5,false
2,17:37:22.612,target,pistol mini,0s,1,1,1,25,50,0.5,false
3,17:37:22.832,target,pistol mini,0s,1,1,1,25,50,0.5,false
4,17:37:23.162,target,pistol mini,0s,1,1,1,25,50,0.5,false
5,17:37:23.403,target,pistol mini,0s,1,1,1,25,50,0.5,false
6,17:37:23.686,target,pistol mini,0s,1,1,1,25,50,0.5,false
7,17:37:24.252,target,pistol mini,0.246s,2,1,0.5,25,100,0.25,false
8,17:37:24.485,target,pistol mini,0s,1,1,1,25,50,0.5,false
9,17:37:25.031,target,pistol mini,0s,1,1,1,25,50,0.5,false
10,17:37:25.338,target,pistol mini,0s,1,1,1,25,50,0.5,false
11,17:37:25.578,target,pistol mini,0s,1,1,1,25,50,0.5,false
12,17:37:26.069,target,pistol mini,0.244s,2,1,0.5,25,100,0.25,false
13,17:37:26.329,target,pistol mini,0s,1,1,1,25,50,0.5,false
14,17:37:26.563,target,pistol mini,0s,1,1,1,25,50,0.5,false
15,17:37:26.806,target,pistol mini,0s,1,1,1,25,50,0.5,false
16,17:37:27.089,target,pistol mini,0s,1,1,1,25,50,0.5,false
17,17:37:27.362,target,pistol mini,0s,1,1,1,25,50,0.5,false
18,17:37:27.639,target,pistol mini,0s,1,1,1,25,50,0.5,false
19,17:37:27.899,target,pistol mini,0s,1,1,1,25,50,0.5,false
20,17:37:28.196,target,pistol mini,0.001s,1,1,1,25,50,0.5,false
21,17:37:28.412,target,pistol mini,0s,1,1,1,25,50,0.5,false
22,17:37:28.729,target,pistol mini,0s,1,1,1,25,50,0.5,false
23,17:37:28.979,target,pistol mini,0s,1,1,1,25,50,0.5,false
24,17:37:29.495,target,pistol mini,0.283s,2,1,0.5,25,100,0.25,false
25,17:37:29.762,target,pistol mini,0s,1,1,1,25,50,0.5,false
26,17:37:30.315,target,pistol mini,0.266s,2,1,0.5,25,100,0.25,false
27,17:37:30.693,target,pistol mini,0s,1,1,1,25,50,0.5,false
28,17:37:30.929,target,pistol mini,0s,1,1,1,25,50,0.5,false
29,17:37:31.243,target,pistol mini,0s,1,1,1,25,50,0.5,false
30,17:37:31.496,target,pistol mini,0s,1,1,1,25,50,0.5,false
31,17:37:31.810,target,pistol mini,0s,1,1,1,25,50,0.5,false
32,17:37:32.130,target,pistol mini,0s,1,1,1,25,50,0.5,false
33,17:37:32.400,target,pistol mini,0s,1,1,1,25,50,0.5,false
34,17:37:32.620,target,pistol mini,0s,1,1,1,25,50,0.5,false
35,17:37:32.870,target,pistol mini,0s,1,1,1,25,50,0.5,false
36,17:37:33.127,target,pistol mini,0s,1,1,1,25,50,0.5,false
