Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:12:11.416,Quaker Bot Fast Strafes,LG,9.014s,197,50,0.254,300,1182,0.254,false
2,19:12:22.168,Quaker Bot Fast Strafes,LG,10.475s,196,50,0.255,300,1176,0.255,false
3,19:12:37.476,Quaker Bot Fast Strafes,LG,13.294s,290,50,0.172,300,1740,0.172,false
4,19:12:46.078,Quaker Bot Fast Strafes,LG,8.329s,140,50,0.357,300,840,0.357,false
5,19:12:59.202,Quaker Bot Fast Strafes,LG,11.176s,244,50,0.205,300,1464,0.205,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1085,253,1518.0,6510.0,

Kills:,5
Deaths:,0
Fight Time:,52.287998
Avg TTK:,0
Damage Done:,1518.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,1061.900391
Scenario:,Cata IC Fast Strafes
Hash:,ae0024fa5045348cf5200beda4716333
Game Version:,2.0.3.1
Challenge Start:,19:12:01.665

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Quake/Source
Horiz Sens:,0.9
Vert Sens:,0.9
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,2560x1080
Avg FPS,299.819672
Resolution Scale,100.0
