Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,17:41:28.799,Quaker Bot Long Strafes,MG,0.919s,120,70,0.583,70,240,0.292,false
2,17:41:30.076,Quaker Bot Long Strafes,MG,0.628s,100,70,0.7,70,200,0.35,false
3,17:41:31.186,Quaker Bot Long Strafes,MG,0.627s,100,70,0.7,70,200,0.35,false
4,17:41:32.237,Quaker Bot Long Strafes,MG,0.558s,90,70,0.778,70,180,0.389,false
5,17:41:33.129,Quaker Bot Long Strafes,MG,0.419s,70,70,1,70,140,0.5,false
6,17:41:34.772,Quaker Bot Long Strafes,MG,1.058s,120,70,0.583,70,240,0.292,false
7,17:41:36.062,Quaker Bot Long Strafes,MG,0.419s,70,40,0.571,80,140,0.571,false
8,17:41:37.023,Quaker Bot Long Strafes,MG,0.348s,60,50,0.833,70,120,0.583,false
9,17:41:38.244,Quaker Bot Long Strafes,MG,0.698s,110,50,0.455,70,220,0.318,false
10,17:41:39.153,Quaker Bot Long Strafes,MG,0.35s,60,60,1,70,120,0.583,false
11,17:41:39.830,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
12,17:41:40.716,Quaker Bot Long Strafes,MG,0.277s,50,40,0.8,80,100,0.8,false
13,17:41:42.042,Quaker Bot Long Strafes,MG,0.767s,120,40,0.333,80,240,0.333,false
14,17:41:43.281,Quaker Bot Long Strafes,MG,0.279s,50,40,0.8,80,100,0.8,false
15,17:41:44.065,Quaker Bot Long Strafes,MG,0.208s,40,40,1,80,80,1,false
16,17:41:44.879,Quaker Bot Long Strafes,MG,0.278s,50,40,0.8,80,100,0.8,false
17,17:41:45.764,Quaker Bot Long Strafes,MG,0.278s,50,40,0.8,80,100,0.8,false
18,17:41:47.140,Quaker Bot Long Strafes,MG,0.726s,60,40,0.667,80,120,0.667,false
19,17:41:48.583,Quaker Bot Long Strafes,MG,0.49s,80,40,0.5,80,160,0.5,false
20,17:41:49.772,Quaker Bot Long Strafes,MG,0.279s,50,40,0.8,70,100,0.7,false
21,17:41:51.325,Quaker Bot Long Strafes,MG,0.748s,80,50,0.625,70,160,0.438,false
22,17:41:52.418,Quaker Bot Long Strafes,MG,0.573s,90,40,0.444,70,180,0.389,false
