Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,08:38:14.855,Quaker Bot Long Strafes,MG,1.158s,40,40,1,80,80,1,false
2,08:38:15.631,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
3,08:38:16.445,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
4,08:38:17.151,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
5,08:38:18.171,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
6,08:38:18.902,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
7,08:38:20.323,Quaker Bot Long Strafes,MG,0.948s,90,70,0.778,140,180,0.778,false
8,08:38:21.050,Quaker Bot Long Strafes,MG,0.001s,10,10,1,20,20,1,false
9,08:38:22.120,Quaker Bot Long Strafes,MG,0.277s,50,40,0.8,80,100,0.8,false
10,08:38:23.981,Quaker Bot Long Strafes,MG,1.261s,70,70,1,130,140,0.929,false
11,08:38:24.524,Quaker Bot Long Strafes,MG,0s,10,10,1,20,20,1,false
12,08:38:25.303,Quaker Bot Long Strafes,MG,0.277s,50,40,0.8,70,100,0.7,false
13,08:38:26.140,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
14,08:38:26.880,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
15,08:38:27.651,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
16,08:38:28.772,Quaker Bot Long Strafes,MG,0.578s,60,40,0.667,80,120,0.667,false
17,08:38:29.549,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
18,08:38:31.199,Quaker Bot Long Strafes,MG,0.966s,60,40,0.667,80,120,0.667,false
19,08:38:31.926,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
20,08:38:32.693,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
21,08:38:33.390,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
22,08:38:34.379,Quaker Bot Long Strafes,MG,0.347s,60,40,0.667,80,120,0.667,false
23,08:38:35.219,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
24,08:38:36.183,Quaker Bot Long Strafes,MG,0.277s,50,40,0.8,80,100,0.8,false
25,08:38:37.017,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
26,08:38:38.000,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
27,08:38:38.913,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
28,08:38:39.863,Quaker Bot Long Strafes,MG,0.208s,40,40,1,80,80,1,false
29,08:38:41.933,Quaker Bot Long Strafes,MG,1.507s,120,70,0.583,140,240,0.583,false
30,08:38:42.683,Quaker Bot Long Strafes,MG,0s,10,10,1,20,20,1,false
31,08:38:43.333,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
32,08:38:44.010,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
33,08:38:45.007,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
34,08:38:46.091,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
35,08:38:46.777,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
36,08:38:47.427,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
37,08:38:48.252,Quaker Bot Long Strafes,MG,0.347s,60,40,0.667,80,120,0.667,false
38,08:38:49.395,Quaker Bot Long Strafes,MG,0.207s,40,40,1,70,80,0.875,false
39,08:38:50.048,Quaker Bot Long Strafes,MG,0.206s,40,40,1,70,80,0.875,false
40,08:38:50.728,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
41,08:38:51.428,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
42,08:38:52.438,Quaker Bot Long Strafes,MG,0.417s,70,40,0.571,80,140,0.571,false
43,08:38:53.362,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
44,08:38:54.145,Quaker Bot Long Strafes,MG,0.277s,50,40,0.8,80,100,0.8,false
45,08:38:54.838,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
46,08:38:55.578,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
47,08:38:56.602,Quaker Bot Long Strafes,MG,0.348s,60,40,0.667,80,120,0.667,false
48,08:38:57.306,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
49,08:38:58.239,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
50,08:38:59.070,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
51,08:38:59.763,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
52,08:39:00.653,Quaker Bot Long Strafes,MG,0.346s,60,40,0.667,80,120,0.667,false
53,08:39:02.073,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
54,08:39:02.787,Quaker Bot Long Strafes,MG,0.207s,40,40,1,70,80,0.875,false
55,08:39:03.507,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
56,08:39:04.243,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
57,08:39:05.084,Quaker Bot Long Strafes,MG,0.278s,50,40,0.8,80,100,0.8,false
58,08:39:05.987,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
59,08:39:07.114,Quaker Bot Long Strafes,MG,0.277s,50,40,0.8,80,100,0.8,false
60,08:39:07.934,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
61,08:39:08.607,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
62,08:39:09.348,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
63,08:39:10.164,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
64,08:39:11.011,Quaker Bot Long Strafes,MG,0.21s,40,40,1,80,80,1,false
65,08:39:11.894,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
MG,2920,2640,5230.0,5840.0,

Kills:,66
Deaths:,0
Fight Time:,19.401001
Avg TTK:,0
Damage Done:,5230.0
