Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,08:20:44.675,target,pistol,0s,1,1,1,25,50,0.5,false
2,08:20:45.505,target,pistol,0s,1,1,1,25,50,0.5,false
3,08:20:45.818,target,pistol,0s,1,1,1,25,50,0.5,false
4,08:20:46.475,target,pistol,0s,1,1,1,25,50,0.5,false
5,08:20:47.008,target,pistol,0s,1,1,1,25,50,0.5,false
6,08:20:47.659,target,pistol,0s,1,1,1,25,50,0.5,false
7,08:20:48.006,target,pistol,0s,1,1,1,25,50,0.5,false
8,08:20:48.579,target,pistol,0.001s,1,1,1,25,50,0.5,false
9,08:20:49.680,target,pistol,0.468s,2,1,0.5,25,100,0.25,false
10,08:20:51.317,target,pistol,1.056s,3,1,0.333,25,150,0.167,false
11,08:20:51.861,target,pistol,0s,1,1,1,25,50,0.5,false
12,08:20:52.392,target,pistol,0s,1,1,1,25,50,0.5,false
13,08:20:52.905,target,pistol,0.001s,1,1,1,25,50,0.5,false
14,08:20:53.381,target,pistol,0s,1,1,1,25,50,0.5,false
15,08:20:54.161,target,pistol,0s,1,1,1,25,50,0.5,false
16,08:20:54.748,target,pistol,0s,1,1,1,25,50,0.5,false
17,08:20:55.464,target,pistol,0s,1,1,1,25,50,0.5,false
18,08:20:55.914,target,pistol,0s,1,1,1,25,50,0.5,false
19,08:20:56.425,target,pistol,0s,1,1,1,25,50,0.5,false
20,08:20:57.028,target,pistol,0s,1,1,1,25,50,0.5,false
21,08:20:57.581,target,pistol,0s,1,1,1,25,50,0.5,false
22,08:20:58.178,target,pistol,0s,1,1,1,25,50,0.5,false
23,08:20:58.488,target,pistol,0s,1,1,1,25,50,0.5,false
24,08:20:58.885,target,pistol,0s,1,1,1,25,50,0.5,false
25,08:20:59.379,target,pistol,0s,1,1,1,25,50,0.5,false
26,08:20:59.942,target,pistol,0s,1,1,1,25,50,0.5,false
27,08:21:00.270,target,pistol,0s,1,1,1,25,50,0.5,false
28,08:21:00.858,target,pistol,0s,1,1,1,25,50,0.5,false
29,08:21:01.411,target,pistol,0s,1,1,1,25,50,0.5,false
30,08:21:02.174,target,pistol,0s,1,1,1,25,50,0.5,false
31,08:21:02.684,target,pistol,0s,1,1,1,25,50,0.5,false
32,08:21:03.314,target,pistol,0s,1,1,1,25,50,0.5,false
33,08:21:03.677,target,pistol,0s,1,1,1,25,50,0.5,false
34,08:21:04.154,target,pistol,0s,1,1,1,25,50,0.5,false
35,08:21:04.631,target,pistol,0s,1,1,1,25,50,0.5,false
