Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,19:55:15.208,Quaker Bot Fast Strafes,LG,6.115s,134,50,0.373,300,804,0.373,false
2,19:55:26.652,Quaker Bot Fast Strafes,LG,9.611s,210,50,0.238,300,1260,0.238,false
3,19:55:37.428,Quaker Bot Fast Strafes,LG,8.875s,194,50,0.258,300,1164,0.258,false
4,19:55:50.423,Quaker Bot Fast Strafes,LG,11.131s,243,50,0.206,300,1458,0.206,false
5,19:56:01.105,Quaker Bot Fast Strafes,LG,8.737s,191,50,0.262,300,1146,0.262,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1099,277,1662.0,6594.0,

Kills:,5
Deaths:,0
Fight Time:,44.469002
Avg TTK:,0
Damage Done:,1662.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,1256.708008
Scenario:,Cata IC Fast Strafes
Hash:,ae0024fa5045348cf5200beda4716333
Game Version:,2.0.3.0
Challenge Start:,19:55:08.443

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Quake/Source
Horiz Sens:,0.9
Vert Sens:,0.9
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,2560x1080
Avg FPS,299.817505
Resolution Scale,100.0
