Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,16:54:32.133,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
2,16:54:32.768,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
3,16:54:33.303,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
4,16:54:33.780,Balloon,Pressure BB Gun,0.001s,1,1,1,2,2,1,false
5,16:54:34.680,Balloon,Pressure BB Gun,0.297s,2,1,0.5,2,4,0.5,false
6,16:54:34.850,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
7,16:54:35.114,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
8,16:54:35.413,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
9,16:54:35.660,Balloon,Pressure BB Gun,0.001s,1,1,1,2,2,1,false
10,16:54:36.263,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
11,16:54:36.666,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
12,16:54:36.885,Balloon,Pressure BB Gun,0.001s,1,1,1,2,2,1,false
13,16:54:37.112,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
14,16:54:37.412,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
15,16:54:37.962,Balloon,Pressure BB Gun,0.237s,2,1,0.5,2,4,0.5,false
16,16:54:38.485,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
17,16:54:38.961,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
18,16:54:39.330,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
19,16:54:39.822,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
20,16:54:40.377,Balloon,Pressure BB Gun,0.396s,2,1,0.5,2,4,0.5,false
21,16:54:40.623,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
22,16:54:41.499,Balloon,Pressure BB Gun,0.53s,2,1,0.5,2,4,0.5,false
23,16:54:41.720,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
24,16:54:42.099,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
25,16:54:42.516,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
26,16:54:43.029,Balloon,Pressure BB Gun,0.188s,2,1,0.5,2,4,0.5,false
27,16:54:43.593,Balloon,Pressure BB Gun,0.001s,1,1,1,2,2,1,false
28,16:54:43.751,Balloon,Pressure BB Gun,0.001s,1,1,1,2,2,1,false
29,16:54:43.978,Balloon,Pressure BB Gun,0.001s,1,1,1,2,2,1,false
30,16:54:44.404,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
31,16:54:44.724,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
32,16:54:45.086,Balloon,Pressure BB Gun,0.001s,1,1,1,2,2,1,false
33,16:54:45.756,Balloon,Pressure BB Gun,0.301s,2,1,0.5,2,4,0.5,false
34,16:54:46.257,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
35,16:54:46.463,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
36,16:54:46.696,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
37,16:54:47.193,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
38,16:54:47.536,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
39,16:54:47.916,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
40,16:54:48.472,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
41,16:54:48.648,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
42,16:54:49.045,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
