Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,08:04:47.159,Quaker Bot Long Strafes,MG,0.207s,40,40,1,70,80,0.875,false
2,08:04:48.045,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
3,08:04:49.110,Quaker Bot Long Strafes,MG,0.348s,60,40,0.667,80,120,0.667,false
4,08:04:50.187,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
5,08:04:51.033,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
6,08:04:52.037,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
7,08:04:53.137,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
8,08:04:54.078,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
9,08:04:54.938,Quaker Bot Long Strafes,MG,0.208s,40,40,1,80,80,1,false
10,08:04:55.805,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
11,08:04:56.458,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
12,08:04:57.465,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
13,08:04:58.492,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
14,08:04:59.540,Quaker Bot Long Strafes,MG,0.208s,40,40,1,80,80,1,false
15,08:05:00.577,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
16,08:05:01.667,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
17,08:05:02.764,Quaker Bot Long Strafes,MG,0.487s,80,40,0.5,80,160,0.5,false
18,08:05:03.695,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
19,08:05:04.775,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
20,08:05:05.324,Quaker Bot Long Strafes,MG,0.42s,60,40,0.667,80,120,0.667,false
21,08:05:06.158,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
22,08:05:07.121,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
23,08:05:08.372,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
24,08:05:09.230,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
25,08:05:10.060,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
26,08:05:12.132,Quaker Bot Long Strafes,MG,1.251s,60,40,0.667,80,120,0.667,false
27,08:05:13.379,Quaker Bot Long Strafes,MG,0.277s,50,40,0.8,80,100,0.8,false
28,08:05:14.366,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
29,08:05:15.246,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
30,08:05:16.324,Quaker Bot Long Strafes,MG,0.208s,40,40,1,80,80,1,false
31,08:05:17.337,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
32,08:05:18.479,Quaker Bot Long Strafes,MG,0.209s,40,40,1,80,80,1,false
33,08:05:19.625,Quaker Bot Long Strafes,MG,0.277s,50,40,0.8,80,100,0.8,false
34,08:05:20.611,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
35,08:05:21.799,Quaker Bot Long Strafes,MG,0.553s,80,40,0.5,80,160,0.5,false
36,08:05:22.579,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
37,08:05:23.403,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
38,08:05:24.423,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
39,08:05:25.344,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
40,08:05:26.231,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
41,08:05:27.118,Quaker Bot Long Strafes,MG,0.277s,50,40,0.8,80,100,0.8,false
42,08:05:28.027,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
43,08:05:28.988,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
44,08:05:30.997,Quaker Bot Long Strafes,MG,0.62s,60,40,0.667,80,120,0.667,false
45,08:05:31.667,Quaker Bot Long Strafes,MG,0.277s,50,50,1,80,100,0.8,false
46,08:05:32.574,Quaker Bot Long Strafes,MG,0.276s,50,40,0.8,80,100,0.8,false
47,08:05:33.401,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
48,08:05:34.259,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
49,08:05:35.169,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
