Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,14:30:36.062,target,pistol,0s,1,1,1,100,400,0.25,false
2,14:30:36.762,target,pistol,0s,1,1,1,100,400,0.25,false
3,14:30:37.419,target,pistol,0.001s,1,1,1,100,400,0.25,false
4,14:30:38.083,target,pistol,0s,1,1,1,100,400,0.25,false
5,14:30:38.853,target,pistol,0s,1,1,1,100,400,0.25,false
6,14:30:39.563,target,pistol,0s,1,1,1,100,400,0.25,false
7,14:30:40.289,target,pistol,0s,1,1,1,100,400,0.25,false
8,14:30:41.142,target,pistol,0s,1,1,1,100,400,0.25,false
9,14:30:41.942,target,pistol,0s,1,1,1,100,400,0.25,false
10,14:30:42.593,target,pistol,0s,1,1,1,100,400,0.25,false
11,14:30:43.443,target,pistol,0.001s,1,1,1,100,400,0.25,false
12,14:30:44.150,target,pistol,0.001s,1,1,1,100,400,0.25,false
13,14:30:45.093,target,pistol,0s,1,1,1,100,400,0.25,false
14,14:30:45.926,target,pistol,0s,1,1,1,100,400,0.25,false
15,14:30:46.742,target,pistol,0s,1,1,1,100,400,0.25,false
16,14:30:47.636,target,pistol,0s,1,1,1,100,400,0.25,false
17,14:30:48.352,target,pistol,0s,1,1,1,100,400,0.25,false
18,14:30:49.046,target,pistol,0s,1,1,1,100,400,0.25,false
19,14:30:49.619,target,pistol,0s,1,1,1,100,400,0.25,false
20,14:30:50.289,target,pistol,0s,1,1,1,100,400,0.25,false
21,14:30:50.976,target,pistol,0s,1,1,1,100,400,0.25,false
22,14:30:51.609,target,pistol,0s,1,1,1,100,400,0.25,false
23,14:30:52.363,target,pistol,0s,1,1,1,100,400,0.25,false
24,14:30:53.126,target,pistol,0s,1,1,1,100,400,0.25,false
25,14:30:53.779,target,pistol,0s,1,1,1,100,400,0.25,false
26,14:30:54.493,target,pistol,0s,1,1,1,100,400,0.25,false
27,14:30:55.053,target,pistol,0s,1,1,1,100,400,0.25,false
