Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,16:46:51.090,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
2,16:46:51.729,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
3,16:46:52.222,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
4,16:46:53.129,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
5,16:46:53.571,Shinji small Bot,pistol,0.001s,1,1,1,2000,2000,1,false
6,16:46:54.104,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
7,16:46:55.188,Shinji Bot,pistol,0.529s,2,1,0.5,2000,4000,0.5,false
8,16:46:55.637,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
9,16:46:56.168,Shinji Bot,pistol,0.001s,1,1,1,2000,2000,1,false
10,16:46:56.726,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
11,16:46:57.897,Shinji small Bot,pistol,0.001s,1,1,1,2000,2000,1,false
12,16:46:58.581,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
13,16:46:59.148,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
14,16:46:59.786,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
15,16:47:00.517,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
16,16:47:01.025,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
17,16:47:01.319,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
18,16:47:02.159,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
19,16:47:03.257,Shinji Bot,pistol,0.297s,2,1,0.5,2000,4000,0.5,false
20,16:47:04.029,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
21,16:47:04.407,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
22,16:47:04.801,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
23,16:47:05.542,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
24,16:47:05.849,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
25,16:47:06.722,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
26,16:47:07.220,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
27,16:47:07.928,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
28,16:47:08.643,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
29,16:47:09.206,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
30,16:47:09.787,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
31,16:47:10.123,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
32,16:47:10.769,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
33,16:47:11.625,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
34,16:47:12.241,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
35,16:47:12.993,Shinji small Bot,pistol,0.327s,2,1,0.5,2000,4000,0.5,false
36,16:47:13.638,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
37,16:47:14.653,Shinji small Bot,pistol,0s,1,1,1,2000,2000,1,false
38,16:47:15.240,Shinji Bot,pistol,0s,1,1,1,2000,2000,1,false
