Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,08:37:37.987,TileFrenzy Cube,LG,0.137s,4,4,1,24,24,1,false
2,08:37:38.397,TileFrenzy Cube,LG,0.136s,4,4,1,24,24,1,false
3,08:37:38.683,TileFrenzy Cube,LG,0.137s,4,4,1,24,24,1,false
4,08:37:39.050,TileFrenzy Cube,LG,0.136s,4,4,1,24,24,1,false
5,08:37:39.403,TileFrenzy Cube,LG,0.137s,4,4,1,24,24,1,false
6,08:37:39.720,TileFrenzy Cube,LG,0.137s,4,4,1,24,24,1,false
7,08:37:40.153,TileFrenzy Cube,LG,0.137s,4,4,1,24,24,1,false
8,08:37:40.506,TileFrenzy Cube,LG,0.136s,4,4,1,24,24,1,false
9,08:37:40.871,TileFrenzy Cube,LG,0.136s,4,4,1,24,24,1,false
10,08:37:41.251,TileFrenzy Cube,LG,0.136s,4,4,1,24,24,1,false
11,08:37:41.561,TileFrenzy Cube,LG,0.136s,4,4,1,24,24,1,false
12,08:37:41.934,TileFrenzy Cube,LG,0.137s,4,4,1,24,24,1,false
13,08:37:42.244,TileFrenzy Cube,LG,0.137s,4,4,1,24,24,1,false
14,08:37:42.590,TileFrenzy Cube,LG,0.136s,4,4,1,24,24,1,false
15,08:37:42.947,TileFrenzy Cube,LG,0.137s,4,4,1,24,24,1,false
16,08:37:43.264,TileFrenzy Cube,LG,0.136s,4,4,1,24,24,1,false
17,08:37:43.634,TileFrenzy Cube,LG,0.137s,4,4,1,24,24,1,false
18,08:37:43.924,TileFrenzy Cube,LG,0.136s,4,4,1,24,24,1,false
19,08:37:44.254,TileFrenzy Cube,LG,0.136s,4,4,1,24,24,1,false
20,08:37:44.540,TileFrenzy Cube,LG,0.137s,4,4,1,24,24,1,false
21,08:37:44.920,TileFrenzy Cube,LG,0.136s,4,4,1,24,24,1,false
22,08:37:45.208,TileFrenzy Cube,LG,0.138s,4,4,1,24,24,1,false
23,08:37:45.524,TileFrenzy Cube,LG,0.137s,4,4,1,24,24,1,false
24,08:37:45.901,TileFrenzy Cube,LG,0.137s,4,4,1,24,24,1,false
25,08:37:46.231,TileFrenzy Cube,LG,0.137s,4,4,1,24,24,1,false
26,08:37:46.861,TileFrenzy Cube,LG,0.413s,7,7,1,42,42,1,false
27,08:37:47.061,TileFrenzy Cube,LG,0.157s,2,2,1,12,12,1,false
28,08:37:47.484,TileFrenzy Cube,LG,0.327s,5,3,0.6,18,30,0.6,false
