Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,17:43:08.852,Quaker Bot Fast Strafes,LG,10.807s,236,50,0.212,300,1416,0.212,false
2,17:43:16.663,Quaker Bot Fast Strafes,LG,7.534s,130,50,0.385,300,780,0.385,false
3,17:43:24.874,Quaker Bot Fast Strafes,LG,6.392s,140,50,0.357,300,840,0.357,false
4,17:43:33.075,Quaker Bot Fast Strafes,LG,7.925s,138,50,0.362,300,828,0.362,false
5,17:43:45.083,Quaker Bot Fast Strafes,LG,11.751s,216,50,0.231,300,1296,0.231,false
6,17:43:54.360,Quaker Bot Fast Strafes,LG,7.22s,158,50,0.316,300,948,0.316,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,1046,309,1854.0,6276.0,

Kills:,6
Deaths:,0
Fight Time:,51.629002
Avg TTK:,0
Damage Done:,1854.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,1643.076416
Scenario:,Cata IC Fast Strafes
Hash:,ae0024fa5045348cf5200beda4716333
Game Version:,2.0.3.1
Challenge Start:,17:42:57.226

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Quake/Source
Horiz Sens:,0.9
Vert Sens:,0.9
FOV:,100.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFF00
Resolution,2560x1080
Avg FPS,299.789368
Resolution Scale,100.0
