Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,15:11:05.922,Balloon,Pressure BB Gun,0.377s,2,1,0.5,2,4,0.5,false
2,15:11:06.888,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
3,15:11:07.595,Balloon,Pressure BB Gun,0.001s,1,1,1,2,2,1,false
4,15:11:08.236,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
5,15:11:08.498,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
6,15:11:09.313,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
7,15:11:09.831,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
8,15:11:10.865,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
9,15:11:11.541,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
10,15:11:12.339,Balloon,Pressure BB Gun,0.453s,2,1,0.5,2,4,0.5,false
11,15:11:13.290,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
12,15:11:13.988,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
13,15:11:14.845,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
14,15:11:15.247,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
15,15:11:15.921,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
16,15:11:16.378,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
17,15:11:17.032,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
18,15:11:17.722,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
19,15:11:18.446,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
20,15:11:19.249,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
21,15:11:19.909,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
22,15:11:20.196,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
23,15:11:20.952,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
24,15:11:21.529,Balloon,Pressure BB Gun,0.369s,2,1,0.5,2,4,0.5,false
25,15:11:23.112,Balloon,Pressure BB Gun,1.059s,2,1,0.5,2,4,0.5,false
26,15:11:23.501,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
27,15:11:24.045,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
28,15:11:24.638,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
29,15:11:25.255,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
30,15:11:26.234,Balloon,Pressure BB Gun,0.75s,2,1,0.5,2,4,0.5,false
31,15:11:26.797,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
32,15:11:27.072,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
33,15:11:27.958,Balloon,Pressure BB Gun,0.674s,2,1,0.5,2,4,0.5,false
34,15:11:29.004,Balloon,Pressure BB Gun,0.453s,2,1,0.5,2,4,0.5,false
35,15:11:29.534,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
36,15:11:29.918,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
37,15:11:30.159,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
38,15:11:30.720,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
39,15:11:31.276,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
40,15:11:31.823,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
41,15:11:32.308,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
42,15:11:32.962,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
43,15:11:33.415,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
44,15:11:33.729,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
45,15:11:34.618,Balloon,Pressure BB Gun,0.425s,2,1,0.5,2,4,0.5,false
46,15:11:35.092,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
47,15:11:35.740,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
48,15:11:37.279,Balloon,Pressure BB Gun,1.236s,3,1,0.333,2,6,0.333,false
49,15:11:39.181,Balloon,Pressure BB Gun,1.439s,4,1,0.25,2,8,0.25,false
50,15:11:39.624,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
51,15:11:40.218,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
52,15:11:40.875,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
53,15:11:41.529,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
54,15:11:43.087,Balloon,Pressure BB Gun,1.323s,3,1,0.333,2,6,0.333,false
55,15:11:43.878,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
56,15:11:44.876,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
57,15:11:45.324,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
58,15:11:45.928,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
59,15:11:46.727,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
60,15:11:47.385,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
61,15:11:47.750,Balloon,Pressure BB Gun,0.001s,1,1,1,2,2,1,false
