Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,07:53:14.644,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
2,07:53:15.392,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
3,07:53:15.825,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
4,07:53:16.336,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
5,07:53:17.001,Balloon,Pressure BB Gun,0.263s,2,1,0.5,2,4,0.5,false
6,07:53:17.377,Balloon,Pressure BB Gun,0.277s,2,1,0.5,2,4,0.5,false
7,07:53:17.703,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
8,07:53:18.334,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
9,07:53:19.491,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
10,07:53:19.871,Balloon,Pressure BB Gun,0.001s,1,1,1,2,2,1,false
11,07:53:20.681,Balloon,Pressure BB Gun,0.518s,2,1,0.5,2,4,0.5,false
12,07:53:21.123,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
13,07:53:21.513,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
14,07:53:22.240,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
15,07:53:22.698,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
16,07:53:23.407,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
17,07:53:23.748,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
18,07:53:24.102,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
19,07:53:24.627,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
20,07:53:25.182,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
21,07:53:26.987,Balloon,Pressure BB Gun,1.516s,5,1,0.2,2,10,0.2,false
22,07:53:27.228,Balloon,Pressure BB Gun,0s,1,1,1,2,2,1,false
