Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,12:26:54.875,target,pistol,0s,1,1,1,25,50,0.5,false
2,12:26:55.629,target,pistol,0.001s,1,1,1,25,50,0.5,false
3,12:26:56.928,target,pistol,1.005s,2,1,0.5,25,100,0.25,false
4,12:26:57.564,target,pistol,0s,1,1,1,25,50,0.5,false
5,12:26:58.064,target,pistol,0s,1,1,1,25,50,0.5,false
6,12:26:58.694,target,pistol,0s,1,1,1,25,50,0.5,false
7,12:26:58.967,target,pistol,0s,1,1,1,25,50,0.5,false
8,12:26:59.347,target,pistol,0s,1,1,1,25,50,0.5,false
9,12:26:59.757,target,pistol,0s,1,1,1,25,50,0.5,false
10,12:27:00.572,target,pistol,0.394s,2,1,0.5,25,100,0.25,false
11,12:27:01.385,target,pistol,0.36s,2,1,0.5,25,100,0.25,false
12,12:27:01.888,target,pistol,0s,1,1,1,25,50,0.5,false
13,12:27:02.508,target,pistol,0s,1,1,1,25,50,0.5,false
14,12:27:03.171,target,pistol,0s,1,1,1,25,50,0.5,false
15,12:27:03.741,target,pistol,0s,1,1,1,25,50,0.5,false
16,12:27:04.268,target,pistol,0s,1,1,1,25,50,0.5,false
17,12:27:04.608,target,pistol,0s,1,1,1,25,50,0.5,false
18,12:27:05.289,target,pistol,0s,1,1,1,25,50,0.5,false
19,12:27:05.969,target,pistol,0s,1,1,1,25,50,0.5,false
20,12:27:06.352,target,pistol,0s,1,1,1,25,50,0.5,false
21,12:27:06.962,target,pistol,0s,1,1,1,25,50,0.5,false
22,12:27:07.352,target,pistol,0s,1,1,1,25,50,0.5,false
23,12:27:07.922,target,pistol,0s,1,1,1,25,50,0.5,false
24,12:27:08.522,target,pistol,0s,1,1,1,25,50,0.5,false
25,12:27:09.697,target,pistol,0.812s,2,1,0.5,25,100,0.25,false
26,12:27:10.164,target,pistol,0s,1,1,1,25,50,0.5,false
27,12:27:11.507,target,pistol,0.647s,2,1,0.5,25,100,0.25,false
28,12:27:12.130,target,pistol,0s,1,1,1,25,50,0.5,false
29,12:27:12.470,target,pistol,0s,1,1,1,25,50,0.5,false
30,12:27:13.350,target,pistol,0s,1,1,1,25,50,0.5,false
31,12:27:13.881,target,pistol,0s,1,1,1,25,50,0.5,false
32,12:27:14.531,target,pistol,0.001s,1,1,1,25,50,0.5,false
33,12:27:15.667,target,pistol,0.553s,2,1,0.5,25,100,0.25,false
34,12:27:16.168,target,pistol,0s,1,1,1,25,50,0.5,false
35,12:27:16.531,target,pistol,0s,1,1,1,25,50,0.5,false
36,12:27:17.011,target,pistol,0s,1,1,1,25,50,0.5,false
37,12:27:17.508,target,pistol,0.001s,1,1,1,25,50,0.5,false
38,12:27:18.151,target,pistol,0s,1,1,1,25,50,0.5,false
39,12:27:18.581,target,pistol,0s,1,1,1,25,50,0.5,false
40,12:27:20.121,target,pistol,0.897s,2,1,0.5,25,100,0.25,false
